Train on 22522 samples, validate on 5716 samples
DDI-DrugBank.d661.s1|DDI-DrugBank.d661.s1.e0|DDI-DrugBank.d661.s1.e1|0|null
DDI-DrugBank.d661.s1|DDI-DrugBank.d661.s1.e0|DDI-DrugBank.d661.s1.e2|0|null
DDI-DrugBank.d661.s1|DDI-DrugBank.d661.s1.e1|DDI-DrugBank.d661.s1.e2|0|null
DDI-DrugBank.d661.s2|DDI-DrugBank.d661.s2.e0|DDI-DrugBank.d661.s2.e1|0|null
DDI-DrugBank.d661.s4|DDI-DrugBank.d661.s4.e0|DDI-DrugBank.d661.s4.e1|0|null
DDI-DrugBank.d763.s1|DDI-DrugBank.d763.s1.e0|DDI-DrugBank.d763.s1.e1|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e1|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e2|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e3|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e4|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e5|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e0|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e2|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e3|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e4|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e5|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e1|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e2|DDI-DrugBank.d763.s3.e3|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e2|DDI-DrugBank.d763.s3.e4|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e2|DDI-DrugBank.d763.s3.e5|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e2|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e2|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e3|DDI-DrugBank.d763.s3.e4|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e3|DDI-DrugBank.d763.s3.e5|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e3|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e3|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e4|DDI-DrugBank.d763.s3.e5|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e4|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e4|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e5|DDI-DrugBank.d763.s3.e6|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e5|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s3|DDI-DrugBank.d763.s3.e6|DDI-DrugBank.d763.s3.e7|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e1|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e2|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e3|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e4|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e5|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e0|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e1|DDI-DrugBank.d763.s4.e2|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e1|DDI-DrugBank.d763.s4.e3|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e1|DDI-DrugBank.d763.s4.e4|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e1|DDI-DrugBank.d763.s4.e5|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e1|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e2|DDI-DrugBank.d763.s4.e3|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e2|DDI-DrugBank.d763.s4.e4|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e2|DDI-DrugBank.d763.s4.e5|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e2|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e3|DDI-DrugBank.d763.s4.e4|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e3|DDI-DrugBank.d763.s4.e5|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e3|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e4|DDI-DrugBank.d763.s4.e5|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e4|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s4|DDI-DrugBank.d763.s4.e5|DDI-DrugBank.d763.s4.e6|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e0|DDI-DrugBank.d763.s5.e1|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e0|DDI-DrugBank.d763.s5.e2|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e0|DDI-DrugBank.d763.s5.e3|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e1|DDI-DrugBank.d763.s5.e2|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e1|DDI-DrugBank.d763.s5.e3|0|null
DDI-DrugBank.d763.s5|DDI-DrugBank.d763.s5.e2|DDI-DrugBank.d763.s5.e3|0|null
DDI-DrugBank.d763.s7|DDI-DrugBank.d763.s7.e0|DDI-DrugBank.d763.s7.e1|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e0|DDI-DrugBank.d712.s1.e1|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e0|DDI-DrugBank.d712.s1.e2|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e0|DDI-DrugBank.d712.s1.e3|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e1|DDI-DrugBank.d712.s1.e2|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e1|DDI-DrugBank.d712.s1.e3|0|null
DDI-DrugBank.d712.s1|DDI-DrugBank.d712.s1.e2|DDI-DrugBank.d712.s1.e3|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e0|DDI-DrugBank.d709.s1.e1|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e0|DDI-DrugBank.d709.s1.e2|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e0|DDI-DrugBank.d709.s1.e3|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e0|DDI-DrugBank.d709.s1.e4|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e1|DDI-DrugBank.d709.s1.e2|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e1|DDI-DrugBank.d709.s1.e3|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e1|DDI-DrugBank.d709.s1.e4|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e2|DDI-DrugBank.d709.s1.e3|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e2|DDI-DrugBank.d709.s1.e4|0|null
DDI-DrugBank.d709.s1|DDI-DrugBank.d709.s1.e3|DDI-DrugBank.d709.s1.e4|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e0|DDI-DrugBank.d709.s3.e1|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e0|DDI-DrugBank.d709.s3.e2|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e0|DDI-DrugBank.d709.s3.e3|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e1|DDI-DrugBank.d709.s3.e2|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e1|DDI-DrugBank.d709.s3.e3|0|null
DDI-DrugBank.d709.s3|DDI-DrugBank.d709.s3.e2|DDI-DrugBank.d709.s3.e3|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e0|DDI-DrugBank.d709.s4.e1|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e0|DDI-DrugBank.d709.s4.e2|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e0|DDI-DrugBank.d709.s4.e3|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e0|DDI-DrugBank.d709.s4.e4|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e1|DDI-DrugBank.d709.s4.e2|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e1|DDI-DrugBank.d709.s4.e3|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e1|DDI-DrugBank.d709.s4.e4|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e2|DDI-DrugBank.d709.s4.e3|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e2|DDI-DrugBank.d709.s4.e4|0|null
DDI-DrugBank.d709.s4|DDI-DrugBank.d709.s4.e3|DDI-DrugBank.d709.s4.e4|0|null
DDI-DrugBank.d709.s5|DDI-DrugBank.d709.s5.e0|DDI-DrugBank.d709.s5.e1|0|null
DDI-DrugBank.d636.s0|DDI-DrugBank.d636.s0.e0|DDI-DrugBank.d636.s0.e1|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e0|DDI-DrugBank.d636.s2.e1|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e0|DDI-DrugBank.d636.s2.e2|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e0|DDI-DrugBank.d636.s2.e3|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e1|DDI-DrugBank.d636.s2.e2|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e1|DDI-DrugBank.d636.s2.e3|0|null
DDI-DrugBank.d636.s2|DDI-DrugBank.d636.s2.e2|DDI-DrugBank.d636.s2.e3|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e1|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e2|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e3|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e4|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e5|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e0|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e1|DDI-DrugBank.d636.s3.e2|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e1|DDI-DrugBank.d636.s3.e3|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e1|DDI-DrugBank.d636.s3.e4|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e1|DDI-DrugBank.d636.s3.e5|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e1|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e2|DDI-DrugBank.d636.s3.e3|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e2|DDI-DrugBank.d636.s3.e4|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e2|DDI-DrugBank.d636.s3.e5|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e2|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e3|DDI-DrugBank.d636.s3.e4|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e3|DDI-DrugBank.d636.s3.e5|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e3|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e4|DDI-DrugBank.d636.s3.e5|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e4|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d636.s3|DDI-DrugBank.d636.s3.e5|DDI-DrugBank.d636.s3.e6|0|null
DDI-DrugBank.d777.s0|DDI-DrugBank.d777.s0.e0|DDI-DrugBank.d777.s0.e1|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e0|DDI-DrugBank.d777.s1.e1|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e0|DDI-DrugBank.d777.s1.e2|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e0|DDI-DrugBank.d777.s1.e3|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e0|DDI-DrugBank.d777.s1.e4|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e0|DDI-DrugBank.d777.s1.e5|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e1|DDI-DrugBank.d777.s1.e2|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e1|DDI-DrugBank.d777.s1.e3|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e1|DDI-DrugBank.d777.s1.e4|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e1|DDI-DrugBank.d777.s1.e5|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e2|DDI-DrugBank.d777.s1.e3|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e2|DDI-DrugBank.d777.s1.e4|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e2|DDI-DrugBank.d777.s1.e5|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e3|DDI-DrugBank.d777.s1.e4|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e3|DDI-DrugBank.d777.s1.e5|0|null
DDI-DrugBank.d777.s1|DDI-DrugBank.d777.s1.e4|DDI-DrugBank.d777.s1.e5|0|null
DDI-DrugBank.d777.s3|DDI-DrugBank.d777.s3.e0|DDI-DrugBank.d777.s3.e1|0|null
DDI-DrugBank.d777.s4|DDI-DrugBank.d777.s4.e0|DDI-DrugBank.d777.s4.e1|0|null
DDI-DrugBank.d777.s5|DDI-DrugBank.d777.s5.e0|DDI-DrugBank.d777.s5.e1|0|null
DDI-DrugBank.d606.s0|DDI-DrugBank.d606.s0.e0|DDI-DrugBank.d606.s0.e1|0|null
DDI-DrugBank.d606.s0|DDI-DrugBank.d606.s0.e0|DDI-DrugBank.d606.s0.e2|0|null
DDI-DrugBank.d606.s0|DDI-DrugBank.d606.s0.e1|DDI-DrugBank.d606.s0.e2|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e0|DDI-DrugBank.d606.s1.e1|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e0|DDI-DrugBank.d606.s1.e2|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e0|DDI-DrugBank.d606.s1.e3|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e0|DDI-DrugBank.d606.s1.e4|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e1|DDI-DrugBank.d606.s1.e2|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e1|DDI-DrugBank.d606.s1.e3|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e1|DDI-DrugBank.d606.s1.e4|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e2|DDI-DrugBank.d606.s1.e3|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e2|DDI-DrugBank.d606.s1.e4|0|null
DDI-DrugBank.d606.s1|DDI-DrugBank.d606.s1.e3|DDI-DrugBank.d606.s1.e4|0|null
DDI-MedLine.d204.s0|DDI-MedLine.d204.s0.e0|DDI-MedLine.d204.s0.e1|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e0|DDI-MedLine.d204.s7.e1|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e0|DDI-MedLine.d204.s7.e2|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e0|DDI-MedLine.d204.s7.e3|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e1|DDI-MedLine.d204.s7.e2|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e1|DDI-MedLine.d204.s7.e3|0|null
DDI-MedLine.d204.s7|DDI-MedLine.d204.s7.e2|DDI-MedLine.d204.s7.e3|0|null
DDI-MedLine.d204.s9|DDI-MedLine.d204.s9.e0|DDI-MedLine.d204.s9.e1|0|null
DDI-MedLine.d204.s11|DDI-MedLine.d204.s11.e0|DDI-MedLine.d204.s11.e1|0|null
DDI-MedLine.d204.s11|DDI-MedLine.d204.s11.e0|DDI-MedLine.d204.s11.e2|0|null
DDI-MedLine.d204.s11|DDI-MedLine.d204.s11.e1|DDI-MedLine.d204.s11.e2|0|null
DDI-DrugBank.d711.s0|DDI-DrugBank.d711.s0.e0|DDI-DrugBank.d711.s0.e1|0|null
DDI-DrugBank.d711.s0|DDI-DrugBank.d711.s0.e0|DDI-DrugBank.d711.s0.e2|0|null
DDI-DrugBank.d711.s0|DDI-DrugBank.d711.s0.e1|DDI-DrugBank.d711.s0.e2|0|null
DDI-DrugBank.d711.s1|DDI-DrugBank.d711.s1.e0|DDI-DrugBank.d711.s1.e1|0|null
DDI-DrugBank.d711.s1|DDI-DrugBank.d711.s1.e0|DDI-DrugBank.d711.s1.e2|0|null
DDI-DrugBank.d711.s1|DDI-DrugBank.d711.s1.e1|DDI-DrugBank.d711.s1.e2|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e0|DDI-DrugBank.d711.s2.e1|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e0|DDI-DrugBank.d711.s2.e2|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e0|DDI-DrugBank.d711.s2.e3|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e0|DDI-DrugBank.d711.s2.e4|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e0|DDI-DrugBank.d711.s2.e5|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e1|DDI-DrugBank.d711.s2.e2|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e1|DDI-DrugBank.d711.s2.e3|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e1|DDI-DrugBank.d711.s2.e4|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e1|DDI-DrugBank.d711.s2.e5|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e2|DDI-DrugBank.d711.s2.e3|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e2|DDI-DrugBank.d711.s2.e4|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e2|DDI-DrugBank.d711.s2.e5|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e3|DDI-DrugBank.d711.s2.e4|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e3|DDI-DrugBank.d711.s2.e5|0|null
DDI-DrugBank.d711.s2|DDI-DrugBank.d711.s2.e4|DDI-DrugBank.d711.s2.e5|0|null
DDI-DrugBank.d711.s3|DDI-DrugBank.d711.s3.e0|DDI-DrugBank.d711.s3.e1|0|null
DDI-DrugBank.d711.s4|DDI-DrugBank.d711.s4.e0|DDI-DrugBank.d711.s4.e1|0|null
DDI-DrugBank.d711.s4|DDI-DrugBank.d711.s4.e0|DDI-DrugBank.d711.s4.e2|0|null
DDI-DrugBank.d711.s4|DDI-DrugBank.d711.s4.e1|DDI-DrugBank.d711.s4.e2|0|null
DDI-DrugBank.d713.s0|DDI-DrugBank.d713.s0.e0|DDI-DrugBank.d713.s0.e1|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e1|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e2|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e3|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e4|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e5|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e0|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e2|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e3|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e4|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e5|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e1|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e3|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e4|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e5|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e2|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e3|DDI-DrugBank.d713.s2.e4|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e3|DDI-DrugBank.d713.s2.e5|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e3|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e3|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e3|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e4|DDI-DrugBank.d713.s2.e5|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e4|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e4|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e4|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e5|DDI-DrugBank.d713.s2.e6|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e5|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e5|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e6|DDI-DrugBank.d713.s2.e7|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e6|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s2|DDI-DrugBank.d713.s2.e7|DDI-DrugBank.d713.s2.e8|0|null
DDI-DrugBank.d713.s3|DDI-DrugBank.d713.s3.e0|DDI-DrugBank.d713.s3.e1|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e0|DDI-DrugBank.d625.s0.e1|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e0|DDI-DrugBank.d625.s0.e2|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e0|DDI-DrugBank.d625.s0.e3|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e1|DDI-DrugBank.d625.s0.e2|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e1|DDI-DrugBank.d625.s0.e3|0|null
DDI-DrugBank.d625.s0|DDI-DrugBank.d625.s0.e2|DDI-DrugBank.d625.s0.e3|0|null
DDI-DrugBank.d625.s1|DDI-DrugBank.d625.s1.e0|DDI-DrugBank.d625.s1.e1|0|null
DDI-DrugBank.d752.s0|DDI-DrugBank.d752.s0.e0|DDI-DrugBank.d752.s0.e1|0|null
DDI-DrugBank.d752.s0|DDI-DrugBank.d752.s0.e0|DDI-DrugBank.d752.s0.e2|0|null
DDI-DrugBank.d752.s0|DDI-DrugBank.d752.s0.e0|DDI-DrugBank.d752.s0.e3|0|null
DDI-DrugBank.d752.s0|DDI-DrugBank.d752.s0.e0|DDI-DrugBank.d752.s0.e4|0|null
DDI-DrugBank.d752.s0|DDI-DrugBank.d752.s0.e1|DDI-DrugBank.d752.s0.e2|0|null
